transaction_id,transaction_amount,transaction_frequency_7d,account_age_days,distance_from_home_km,time_since_last_transaction_hours,failed_login_attempts_24h,channel,country,fraud
T002194,26.32,2,699.04,11.62,24.25,0,mobile,FR,0
T002205,46.73,1,846.0,26.44,4.9,1,card,DE,0
T000459,30.98,5,339.77,25.28,9.12,3,mobile,FR,0
T000079,36.38,1,1030.44,21.94,15.43,0,online,ES,0
T002430,54.66,8,199.36,31.28,0.9,2,online,DE,1
T002133,20.95,4,737.52,4.8,5.0,0,card,NL,0
T000033,19.46,2,820.27,6.64,6.09,0,online,FR,0
T002125,25.4,1,291.64,19.48,7.48,0,card,DE,0
T001350,24.29,3,683.78,15.89,8.29,1,card,NL,0
T002244,43.31,4,743.54,1.38,15.41,0,card,FR,0
T000381,27.37,5,728.87,17.84,20.78,0,card,NL,0
T000227,102.99,1,555.48,15.75,56.78,0,online,ES,0
T001995,27.07,1,384.21,10.76,5.27,0,mobile,DE,0
T001193,22.4,0,455.7,15.5,28.9,0,card,NL,0
T000716,13.21,4,260.55,15.78,18.76,0,mobile,Other,0
T001763,18.24,1,166.62,15.87,20.18,0,card,DE,0
T000687,39.84,1,759.56,18.35,11.83,0,branch,FR,0
T002132,93.3,7,611.82,15.5,2.71,0,online,FR,0
T002485,270.58,10,70.78,3.92,4.51,1,mobile,FR,1
T000306,14.45,4,356.35,13.21,10.65,0,mobile,DE,0
T000210,21.46,1,229.24,20.15,2.87,0,online,DE,0
T002154,14.27,3,309.68,21.74,15.83,0,card,NL,0
T001671,24.55,5,389.52,4.72,20.9,0,card,DE,0
T002478,32.34,4,121.37,21.07,9.33,0,mobile,DE,1
T001072,13.97,3,1037.97,25.43,9.84,0,online,DE,0
T001935,12.27,1,392.0,7.6,7.81,0,card,FR,0
T001138,26.32,3,645.84,6.2,5.76,0,online,DE,0
T002008,14.0,0,356.13,8.39,2.93,0,mobile,NL,0
T000938,24.57,4,393.09,3.2,7.41,0,card,ES,0
T000192,23.37,3,575.42,15.57,7.09,0,online,DE,0
T001212,19.71,6,936.92,27.75,14.6,1,online,FR,0
T001076,29.22,5,349.28,9.05,24.63,0,card,DE,0
T002457,46.29,6,183.86,41.58,5.11,2,card,ES,1
T000484,35.5,4,879.24,10.63,2.47,0,online,FR,0
T002384,19.41,2,566.94,7.74,2.81,0,online,DE,0
T001605,21.72,1,363.96,4.1,4.92,1,card,FR,0
T000278,13.99,4,848.06,10.16,22.75,0,card,DE,0
T001509,77.37,3,536.25,14.31,11.06,0,mobile,FR,0
T000222,29.47,2,444.12,23.49,5.3,0,card,DE,0
T001230,35.21,0,876.82,13.51,7.56,0,card,NL,0
T000572,24.84,5,397.39,21.5,5.15,0,mobile,ES,0
T000412,7.15,2,275.26,16.81,0.27,0,mobile,ES,0
T001314,32.21,1,408.3,23.59,33.56,0,mobile,DE,0
T001678,31.52,3,521.13,44.96,31.94,0,card,DE,0
T002179,35.93,2,808.9,18.56,11.82,0,card,DE,0
T000586,77.36,7,269.14,16.38,19.5,1,mobile,DE,0
T001731,24.53,5,410.68,20.07,2.93,1,card,DE,0
T002020,33.52,4,374.37,5.85,17.43,0,card,DE,0
T002494,56.8,6,42.01,3.37,3.89,1,card,DE,1
T001564,13.73,5,716.97,12.67,7.44,1,online,ES,0
T000675,40.84,3,642.61,23.78,8.14,0,branch,ES,0
T001178,27.99,0,613.73,12.33,4.87,0,online,DE,0
T000856,25.99,1,367.74,2.89,14.27,0,card,DE,0
T000448,21.49,3,594.34,17.49,14.2,1,card,DE,0
T001906,13.62,3,287.6,4.87,2.54,1,online,ES,0
T001531,35.0,0,837.06,20.79,2.54,0,mobile,DE,0
T000223,28.42,4,380.9,9.83,19.28,0,card,Other,0
T001725,47.94,3,248.48,12.36,10.08,0,branch,DE,0
T002226,29.34,6,658.39,2.04,0.52,0,mobile,DE,0
T001629,31.7,5,374.43,17.04,8.88,0,card,Other,0
T001557,17.28,4,406.8,13.71,42.37,0,online,DE,0
T000970,26.29,0,383.95,18.81,9.17,0,mobile,DE,0
T000046,29.09,3,261.78,4.35,0.42,0,card,DE,0
T002190,34.88,2,435.16,14.06,26.43,0,card,DE,0
T002365,103.81,2,988.2,1.35,21.63,0,card,NL,0
T000295,22.64,3,402.23,7.57,4.23,0,card,DE,0
T001160,11.83,4,471.04,5.04,23.82,0,online,ES,0
T000589,29.36,3,372.82,7.69,31.61,1,mobile,DE,0
T002054,124.16,3,677.14,10.98,6.74,0,card,DE,0
T000258,20.97,6,605.59,9.18,3.75,0,card,FR,0
T002064,31.78,2,402.44,5.83,6.32,2,card,FR,0
T002467,44.87,5,84.09,26.88,9.14,1,card,FR,1
T000927,23.49,4,432.57,37.08,1.09,1,mobile,DE,0
T002119,29.03,1,244.69,18.05,38.11,1,card,NL,0
T002298,17.07,3,501.24,2.66,1.76,0,branch,ES,0
T000437,19.23,2,318.56,3.59,4.93,1,card,ES,0
T000977,47.35,3,419.69,10.0,18.48,1,card,DE,0
T002037,20.0,2,526.67,17.8,1.19,1,card,ES,0
T000394,33.2,2,540.2,2.86,10.48,0,online,DE,0
T000426,21.18,6,384.68,11.6,2.59,0,online,DE,0
T000535,10.9,3,559.06,12.34,2.56,0,mobile,DE,0
T000031,83.76,2,323.24,1.16,0.21,0,card,DE,0
T001643,6.84,0,1384.75,34.86,20.31,0,online,NL,0
T002082,31.91,5,684.01,5.15,16.8,0,mobile,FR,0
T001147,33.45,6,545.07,4.73,1.94,1,mobile,FR,0
T000747,69.32,3,417.07,13.43,10.84,0,online,Other,0
T001751,16.84,4,542.4,11.56,31.67,1,online,FR,0
T001985,16.74,1,593.07,1.85,25.74,0,card,ES,0
T001269,36.88,4,229.51,3.5,21.54,0,mobile,ES,0
T002343,8.33,4,1129.81,5.12,0.27,0,card,ES,0
T001719,36.0,2,293.92,13.33,28.3,0,online,DE,0
T002213,52.48,2,595.11,7.03,0.5,1,card,FR,0
T001413,10.89,7,485.78,7.52,0.41,1,card,Other,0
T001712,7.38,5,410.91,17.04,14.25,1,card,DE,0
T002013,37.05,3,362.53,17.18,10.13,0,mobile,DE,0
T000345,62.73,3,824.25,7.11,20.65,0,online,NL,0
T000557,17.04,2,548.77,9.29,0.88,0,mobile,DE,0
T001424,55.74,2,467.45,15.85,0.1,0,mobile,NL,0
T001038,18.98,4,920.35,21.32,7.49,0,card,DE,0
T000681,40.42,0,685.36,13.73,4.39,0,mobile,DE,0
T002230,30.04,4,724.64,8.73,10.5,1,card,DE,0
T001107,12.24,4,210.51,6.22,6.46,0,card,FR,0
T000571,11.63,4,488.9,17.57,11.46,1,online,Other,0
T000353,18.84,1,300.79,4.23,36.27,0,mobile,DE,0
T000092,24.43,2,528.35,41.4,46.92,1,card,ES,0
T001211,42.0,4,599.99,2.15,30.5,0,card,Other,0
T002107,55.73,2,607.66,14.83,3.01,0,card,DE,0
T001271,60.06,4,735.61,7.46,8.87,0,mobile,DE,0
T002277,12.77,2,516.33,4.64,11.69,0,card,DE,0
T000262,22.28,5,564.12,21.02,34.21,0,mobile,DE,0
T001463,16.13,4,596.42,5.1,55.77,0,online,DE,0
T000749,21.02,2,281.51,9.54,24.49,0,card,DE,0
T001412,87.91,5,425.43,2.62,9.33,1,card,FR,0
T001766,23.82,6,457.83,11.84,16.67,0,card,FR,0
T002438,46.11,9,105.3,5.38,9.4,0,card,DE,1
T001384,23.56,1,934.77,7.93,8.55,0,online,DE,0
T001005,25.83,4,402.89,11.87,0.81,2,card,NL,0
T000568,18.01,3,686.04,16.11,12.63,1,card,DE,0
T000323,49.12,1,477.51,23.16,1.58,1,card,NL,0
T001894,7.88,3,349.87,3.31,1.1,0,online,DE,0
T002084,28.14,3,577.48,9.28,20.45,0,mobile,DE,0
T000349,10.81,3,424.06,30.19,27.44,0,online,DE,0
T001090,22.15,1,320.46,12.26,12.4,1,online,ES,0
T001851,18.12,2,966.92,8.07,1.29,0,card,DE,0
T000301,66.69,3,661.26,14.73,7.78,0,card,DE,0
T001659,39.0,3,984.46,6.99,3.27,0,online,DE,0
T001317,23.07,4,553.51,3.65,1.11,0,mobile,DE,0
T002015,61.84,4,401.38,7.99,1.82,0,branch,DE,0
T001011,13.08,4,381.06,8.77,33.2,1,online,DE,0
T000965,25.29,5,519.1,17.57,10.13,0,card,ES,0
T002370,39.8,2,420.15,11.76,1.81,0,online,NL,0
T002356,7.75,2,553.2,16.88,1.79,1,branch,FR,0
T001129,22.55,7,524.53,8.08,6.25,0,online,NL,0
T000316,21.91,5,238.13,7.7,6.13,0,mobile,DE,0
T002070,23.15,6,816.07,9.06,1.16,0,mobile,DE,0
T000454,80.83,2,617.01,6.12,9.06,0,card,ES,0
T000914,18.32,0,375.29,20.16,0.6,0,online,NL,0
T000602,18.77,2,567.56,12.01,5.66,0,online,DE,0
T000176,28.36,1,374.39,8.92,9.69,0,online,Other,0
T000901,31.96,3,590.41,7.47,28.04,0,card,DE,0
T002273,36.5,4,638.1,23.58,38.59,0,card,DE,0
T001299,13.65,3,385.7,9.97,3.54,1,card,DE,0
T000038,16.25,7,241.86,5.85,6.59,0,card,DE,0
T000975,14.88,6,617.81,4.58,27.4,0,card,ES,0
T000124,54.46,0,699.64,22.98,2.84,0,card,DE,0
T001742,58.12,4,980.86,4.04,9.14,1,mobile,DE,0
T002419,19.13,8,104.8,15.67,3.15,0,online,DE,1
T000040,36.89,2,662.72,4.28,3.55,0,card,FR,0
T002417,80.7,3,357.66,49.98,1.76,1,card,DE,1
T002010,36.38,3,246.42,24.1,16.72,0,mobile,Other,0
T001772,26.83,3,421.15,15.58,4.0,0,card,FR,0
T001966,33.68,2,608.16,12.03,5.8,0,card,DE,0
T001499,38.15,4,300.7,7.95,30.14,0,card,DE,0
T000635,21.74,2,368.01,14.61,2.88,0,card,ES,0
T001967,29.4,1,304.9,2.36,7.98,1,mobile,DE,0
T000580,31.5,5,654.56,1.81,7.85,0,card,DE,0
T001536,15.22,4,419.75,9.18,13.39,1,card,ES,0
T000893,20.6,3,432.16,9.05,5.92,0,card,DE,0
T000781,25.07,4,456.47,13.32,14.37,1,card,FR,0
T000160,13.44,4,560.54,16.44,5.93,0,card,DE,0
T001653,34.64,6,680.54,9.79,35.3,1,card,Other,0
T001152,43.79,4,817.53,7.07,14.93,0,card,FR,0
T000062,21.45,3,475.02,39.06,15.02,1,card,DE,0
T000850,43.95,4,411.48,3.16,6.94,1,online,DE,0
T001545,54.6,4,538.14,12.11,13.95,0,online,FR,0
T002411,15.71,5,472.75,12.93,1.49,1,online,NL,0
T001044,27.28,6,606.79,7.43,3.9,0,card,NL,0
T002204,35.97,1,285.31,8.74,5.55,0,mobile,ES,0
T002167,121.14,5,392.21,9.43,2.19,0,online,FR,0
T000054,21.63,4,794.36,12.55,10.88,0,card,DE,0
T001547,9.69,3,523.55,24.06,40.04,0,card,DE,0
T000506,19.13,5,558.46,15.73,5.82,0,card,ES,0
T000753,14.76,2,470.79,16.59,3.41,1,mobile,DE,0
T001380,58.0,3,543.12,42.98,6.68,0,card,DE,0
T001422,22.98,1,577.72,34.74,2.34,0,card,DE,0
T001392,58.12,3,710.06,4.07,4.1,0,online,ES,0
T002375,21.22,8,778.46,13.2,0.17,1,online,DE,0
T002284,30.03,0,1006.61,1.64,3.61,0,online,DE,0
T000772,54.47,0,660.39,4.79,5.53,0,card,FR,0
T002339,45.93,2,586.56,17.63,2.33,0,card,NL,0
T002235,15.52,6,508.84,26.54,4.89,0,mobile,DE,0
T001194,38.96,3,227.46,9.35,4.82,0,card,ES,0
T001190,23.87,5,398.11,2.12,3.5,0,online,ES,0
T001899,20.14,2,824.9,2.99,1.43,0,mobile,DE,0
T001819,33.66,3,871.18,4.74,4.31,0,online,DE,0
T001866,28.12,0,899.4,6.25,27.64,0,mobile,DE,0
T001191,59.89,1,610.25,13.43,17.4,0,online,DE,0
T000964,24.28,5,1017.94,11.39,0.52,0,mobile,NL,0
T001667,29.17,0,739.44,14.98,1.18,0,card,FR,0
T000399,34.52,5,468.84,13.18,34.6,0,card,DE,0
T000585,38.2,1,809.64,16.55,4.54,0,branch,DE,0
T000949,31.84,2,770.08,1.68,19.09,0,online,DE,0
T000705,45.93,6,461.16,18.13,9.94,0,online,DE,0
T000432,33.48,2,328.52,5.26,5.16,0,card,Other,0
T000293,57.93,0,697.57,22.48,13.96,0,card,Other,0
T001852,29.29,0,516.04,5.27,62.56,0,card,DE,0
T001445,23.83,2,577.48,17.42,17.96,0,card,NL,0
T001602,48.09,7,316.61,7.67,7.91,1,online,DE,0
T000003,38.97,1,410.05,3.97,3.34,0,card,NL,0
T000577,53.78,3,295.23,9.88,14.57,0,card,DE,0
T001791,10.36,4,650.1,14.85,25.38,0,card,ES,0
T000340,36.05,5,374.22,13.76,15.34,1,card,DE,0
T001106,37.92,3,448.64,1.27,7.97,0,card,ES,0
T000926,72.62,2,293.42,3.51,14.57,0,card,DE,0
T000266,45.01,3,527.57,4.4,7.06,0,mobile,FR,0
T000377,23.04,1,544.04,14.14,3.16,0,online,DE,0
T000272,30.69,4,1045.64,5.48,1.29,1,card,Other,0
T000697,7.2,1,479.25,17.03,18.83,0,card,NL,0
T001619,30.82,2,507.84,33.64,5.62,0,card,ES,0
T000245,83.19,5,841.35,9.92,2.77,0,card,DE,0
T001652,51.94,6,677.63,13.48,39.02,0,card,DE,0
T000477,46.3,3,520.47,14.97,12.52,0,online,FR,0
T001179,31.55,3,504.26,22.09,19.58,0,card,ES,0
T001196,75.81,1,214.05,17.95,30.94,0,branch,NL,0
T001286,29.6,4,404.72,25.86,5.08,0,card,FR,0
T001166,16.06,0,188.55,9.16,5.65,0,card,Other,0
T002253,37.39,4,764.91,8.16,20.11,0,mobile,ES,0
T000251,21.06,5,607.87,5.06,1.69,1,card,DE,0
T000414,38.95,4,562.71,33.6,18.07,0,card,DE,0
T002412,61.35,3,427.83,20.36,1.64,0,mobile,NL,0
T002081,32.27,4,828.11,19.0,6.48,0,card,Other,0
T000311,49.28,1,503.79,12.5,41.56,0,card,FR,0
T000894,26.34,8,741.16,21.19,3.78,0,mobile,ES,0
T002423,30.74,3,89.3,4.3,7.2,0,mobile,NL,1
T000016,16.08,7,342.23,6.04,0.5,0,branch,DE,0
T000722,47.96,3,727.66,29.92,3.65,2,mobile,DE,0
T002191,38.45,3,273.22,6.82,9.32,0,online,ES,0
T000982,11.11,2,542.37,14.93,10.06,0,card,DE,0
T002105,22.11,2,663.75,26.23,3.24,0,card,DE,0
T001974,65.57,2,463.15,15.22,5.38,1,card,DE,0
T000364,14.41,2,469.79,2.73,34.53,0,online,ES,0
T001620,16.98,4,706.75,14.35,13.04,0,mobile,DE,0
T000183,20.57,5,443.02,10.39,11.62,0,mobile,Other,0
T000986,36.51,5,403.66,1.98,34.33,0,online,DE,0
T001388,14.19,2,430.19,7.24,40.41,1,card,ES,0
T002120,39.44,1,182.09,13.51,0.79,0,mobile,DE,0
T002076,12.71,4,650.32,0.62,6.33,0,card,DE,0
T000188,13.15,3,704.26,8.04,17.99,0,card,FR,0
T000620,57.29,3,532.6,17.57,27.37,1,online,FR,0
T001122,25.83,2,580.05,6.19,5.89,0,online,DE,0
T000615,16.55,5,680.57,14.03,23.93,0,card,DE,0
T002196,9.29,1,436.39,8.69,5.11,0,mobile,DE,0
T000995,24.28,5,646.66,29.68,0.63,0,card,DE,0
T002034,20.73,5,299.49,9.58,22.56,1,mobile,NL,0
T000372,53.57,1,468.79,10.21,26.48,0,mobile,DE,0
T001339,114.54,0,791.2,11.12,16.35,0,mobile,Other,0
T000594,10.4,0,572.23,3.67,12.21,0,card,DE,0
T000727,30.13,2,697.77,17.79,3.2,0,card,DE,0
T001843,41.82,1,690.84,3.67,8.9,0,card,DE,0
T000688,58.8,4,350.47,29.19,46.04,0,online,DE,0
T001661,95.85,2,555.1,12.81,0.2,1,mobile,FR,0
T000137,30.64,5,537.65,1.87,4.38,0,card,DE,0
T000629,14.55,2,674.54,25.81,6.7,0,branch,FR,0
T000335,26.26,2,370.86,3.88,4.24,1,mobile,FR,0
T001481,33.03,4,651.01,9.42,20.9,0,online,FR,0
T002237,25.24,2,619.96,12.57,3.63,0,mobile,ES,0
T001110,40.94,5,843.21,5.47,7.09,0,online,DE,0
T001361,20.95,1,351.43,5.56,17.1,0,card,DE,0
T001787,47.47,3,514.33,7.61,1.07,0,card,NL,0
T000711,25.6,5,299.03,20.07,28.93,0,card,DE,0
T001040,37.43,2,338.15,14.2,11.04,1,card,DE,0
T001309,5.6,0,319.48,17.23,0.58,0,card,DE,0
T001775,47.74,1,487.87,19.15,5.85,0,online,DE,0
T002299,19.51,2,386.95,15.81,12.64,0,card,FR,0
T001113,13.68,2,334.27,12.83,6.69,1,card,NL,0
T000466,20.04,2,1092.98,14.43,8.02,0,card,FR,0
T001360,22.43,1,355.55,14.55,34.44,0,card,ES,0
T002472,35.17,5,286.62,37.29,10.28,3,mobile,ES,1
T002146,17.6,4,648.71,1.6,12.22,1,mobile,DE,0
T001105,14.1,2,940.31,10.69,13.21,0,online,DE,0
T001387,51.26,1,688.88,15.5,28.09,2,mobile,FR,0
T002000,87.16,4,647.36,25.15,11.34,0,online,DE,0
T001452,34.14,6,348.62,15.82,3.81,0,online,FR,0
T002092,36.46,5,327.16,10.36,9.07,1,mobile,DE,0
T001860,11.96,1,473.88,6.6,4.39,0,card,DE,0
T001171,13.71,7,610.98,13.84,37.79,0,online,DE,0
T002099,9.54,2,155.67,2.03,14.9,0,card,ES,0
T000817,20.67,5,232.1,7.59,8.79,0,online,Other,0
T001068,33.12,6,852.26,5.12,14.51,1,mobile,DE,0
T000275,61.27,6,648.39,41.56,2.47,0,online,DE,0
T001702,19.66,1,579.94,17.72,28.94,1,online,DE,0
T000866,40.73,1,706.12,12.09,10.42,0,mobile,DE,0
T000102,52.7,1,323.47,10.64,14.62,0,card,ES,0
T001614,26.93,5,605.23,10.39,20.74,0,online,FR,0
T000108,21.4,4,461.46,2.31,0.24,0,card,FR,0
T002489,37.75,7,355.98,40.93,3.65,1,card,ES,1
T001484,30.92,1,440.96,2.38,8.88,0,card,DE,0
T001362,42.69,2,647.99,8.14,9.95,0,online,DE,0
T001223,32.33,5,289.24,14.27,17.37,1,mobile,DE,0
T001369,51.17,0,300.13,12.6,26.99,0,card,DE,0
T002173,21.87,2,865.49,27.32,23.1,0,card,ES,0
T002373,24.21,2,556.11,14.27,3.1,1,card,FR,0
T001500,13.47,4,549.04,13.33,17.23,0,mobile,NL,0
T000713,14.6,3,391.07,3.36,3.03,1,mobile,Other,0
T000073,15.55,4,682.68,16.21,0.22,0,online,FR,0
T001801,25.23,5,464.73,20.21,20.38,1,online,DE,0
T002404,17.57,5,1022.0,9.03,4.6,0,mobile,DE,0
T000482,56.73,3,983.05,23.95,2.99,0,card,FR,0
T001666,17.59,4,730.92,8.65,1.18,1,online,DE,0
T001420,26.19,1,770.83,15.12,3.2,1,card,DE,0
T001172,9.03,1,576.84,9.19,10.31,0,card,DE,0
T002023,27.7,2,571.75,15.63,7.96,1,mobile,NL,0
T001442,31.45,4,994.39,4.26,0.35,0,card,NL,0
T000406,22.28,2,723.39,20.45,73.16,0,card,NL,0
T000758,41.28,4,316.17,26.91,17.52,0,card,DE,0
T001363,9.94,5,928.41,9.57,3.1,0,online,DE,0
T001621,35.43,1,617.74,21.47,7.92,1,online,DE,0
T001612,22.45,3,375.78,16.22,28.6,0,card,ES,0
T002221,27.14,1,395.64,9.71,16.18,0,card,FR,0
T000744,9.27,5,698.72,1.89,1.95,1,mobile,Other,0
T000807,23.98,1,566.71,5.51,22.79,0,online,DE,0
T002309,52.46,5,411.45,19.93,6.61,1,card,ES,0
T001318,31.72,4,562.79,6.0,7.18,0,mobile,Other,0
T001897,10.99,2,627.14,25.18,5.63,0,card,ES,0
T001507,8.09,1,421.36,13.08,1.09,1,online,DE,0
T000149,46.35,3,397.16,1.16,15.55,0,card,NL,0
T002112,33.89,1,584.8,12.23,7.3,1,mobile,DE,0
T001437,20.25,2,590.02,2.72,2.09,0,mobile,NL,0
T000693,43.54,1,713.04,55.77,19.93,0,online,FR,0
T000819,29.97,1,471.49,6.72,14.06,0,card,Other,0
T001757,66.05,1,631.99,14.3,15.25,0,online,FR,0
T001654,20.86,4,545.48,26.52,0.35,0,mobile,DE,0
T001715,14.78,4,880.53,3.83,0.66,0,mobile,DE,0
T000702,22.54,1,379.02,21.95,5.38,2,online,DE,0
T002212,44.2,1,572.03,9.87,19.28,0,online,FR,0
T000922,16.01,2,928.98,14.02,9.34,2,online,DE,0
T000906,80.09,3,415.42,8.29,7.29,0,mobile,FR,0
T000455,26.79,3,848.15,16.23,1.51,0,mobile,DE,0
T002394,30.56,2,659.72,8.51,22.91,0,mobile,ES,0
T001794,21.86,2,158.69,26.79,51.31,1,card,DE,0
T001229,35.08,4,731.82,18.17,9.95,0,branch,ES,0
T000168,31.87,3,587.34,10.35,2.61,0,card,DE,0
T000731,32.99,5,568.89,3.74,23.77,0,card,DE,0
T001579,7.63,1,755.33,8.51,0.16,0,mobile,DE,0
T000027,34.56,7,285.7,19.07,21.14,1,card,FR,0
T001345,14.62,3,394.4,17.67,0.56,0,card,DE,0
T001524,23.25,6,633.01,8.53,5.5,0,card,FR,0
T000998,27.57,2,581.11,9.27,7.35,0,card,DE,0
T001177,16.96,1,410.36,14.28,48.03,0,online,DE,0
T001041,15.25,2,713.11,36.59,7.86,0,card,FR,0
T001622,26.46,2,306.98,0.89,39.77,1,mobile,FR,0
T001256,18.25,1,585.21,5.77,25.22,1,mobile,NL,0
T001888,28.78,3,768.72,28.15,1.66,0,card,Other,0
T000042,34.77,2,578.09,12.07,5.66,1,mobile,NL,0
T001245,45.82,2,321.15,9.19,20.97,0,mobile,DE,0
T001627,7.1,4,584.96,13.72,13.54,1,online,NL,0
T002195,28.36,4,662.03,13.34,14.14,0,online,DE,0
T001376,31.52,2,776.83,7.79,12.19,0,online,DE,0
T001923,8.96,2,780.42,15.52,5.19,0,card,DE,0
T000610,34.67,3,405.71,13.0,16.21,1,mobile,DE,0
T001133,17.69,4,702.3,16.64,0.64,0,card,ES,0
T002003,32.74,3,302.23,8.1,5.34,0,online,Other,0
T000442,30.9,1,559.39,5.49,22.54,1,mobile,FR,0
T001353,12.67,3,1051.39,5.6,26.36,0,mobile,FR,0
T001943,13.13,3,1030.32,13.39,7.97,0,card,Other,0
T000494,33.1,3,453.36,32.24,20.21,1,card,DE,0
T001976,39.39,5,523.87,5.17,9.81,2,online,DE,0
T000237,7.92,3,601.33,34.12,3.82,0,card,Other,0
T000552,35.03,3,462.76,1.51,0.38,0,online,ES,0
T000521,15.13,0,416.26,19.21,18.49,0,mobile,DE,0
T002297,106.15,2,794.11,4.4,2.78,0,card,DE,0
T001233,13.45,5,437.33,5.07,75.83,2,mobile,Other,0
T001139,24.56,2,390.59,15.13,4.53,0,mobile,DE,0
T000721,24.46,2,685.86,5.28,1.88,0,card,DE,0
T001908,27.97,5,539.64,5.43,23.42,0,card,DE,0
T002209,36.09,2,309.43,1.99,3.27,0,card,DE,0
T000059,16.02,4,1184.45,11.78,13.31,1,online,NL,0
T000632,104.81,2,471.98,10.29,57.34,0,branch,Other,0
T001182,41.27,5,482.41,5.92,3.69,0,branch,DE,0
T001645,11.35,3,284.95,6.21,0.75,1,card,DE,0
T000593,70.23,5,591.38,14.72,10.64,0,card,FR,0
T002177,33.6,2,940.0,5.5,13.6,0,card,Other,0
T000940,41.52,0,451.01,8.39,23.32,0,mobile,DE,0
T002326,34.27,1,687.01,6.28,3.08,0,online,FR,0
T001250,10.94,4,583.72,7.6,3.13,1,mobile,DE,0
T000905,18.32,5,431.64,2.2,6.67,0,mobile,NL,0
T001947,17.05,4,291.61,11.13,21.92,0,online,DE,0
T002399,18.1,2,530.82,12.02,11.52,0,card,DE,0
T002014,25.65,5,364.3,0.74,15.3,0,mobile,Other,0
T001423,31.97,1,597.44,15.18,38.42,0,online,NL,0
T001996,32.0,4,414.18,20.52,5.92,0,card,ES,0
T001912,34.14,0,436.02,10.32,33.37,0,card,FR,0
T000707,15.63,2,388.22,6.39,8.05,0,online,DE,0
T001023,32.31,4,427.99,9.69,31.58,0,mobile,DE,0
T000746,43.03,1,319.71,1.73,27.67,1,card,FR,0
T001830,22.77,3,412.07,8.0,17.63,0,online,DE,0
T001713,36.69,4,165.0,9.11,19.17,0,online,FR,0
T000514,24.6,1,370.21,11.49,2.48,0,mobile,FR,0
T000082,17.92,1,398.89,4.58,41.75,0,online,DE,0
T002216,25.99,5,237.88,5.31,11.62,0,mobile,DE,0
T000915,44.39,3,470.13,1.17,6.71,0,mobile,ES,0
T002302,15.81,1,315.64,14.26,26.1,0,card,Other,0
T001818,43.08,3,837.45,11.52,18.29,1,mobile,DE,0
T000151,23.64,2,476.49,13.33,1.25,0,online,NL,0
T000775,25.96,3,560.71,8.78,18.96,0,online,NL,0
T000330,19.39,3,633.44,4.92,15.07,0,card,DE,0
T000007,27.67,3,462.26,4.24,5.15,0,card,FR,0
T000944,49.91,5,420.27,20.12,4.93,2,mobile,DE,0
T001595,31.75,3,633.54,12.99,6.42,0,mobile,ES,0
T000735,30.05,5,927.87,15.84,4.96,0,card,NL,0
T000910,14.27,2,216.12,15.99,2.24,0,card,ES,0
T000469,47.38,3,479.19,17.08,47.64,0,card,NL,0
T000182,29.1,1,176.3,13.64,15.67,0,card,ES,0
T000165,40.9,4,428.66,1.8,9.49,0,mobile,Other,0
T000452,31.24,3,318.05,8.12,41.27,0,mobile,ES,0
T000491,46.85,1,881.36,27.48,16.49,0,card,DE,0
T001917,18.38,3,388.86,12.87,8.49,0,online,NL,0
T001144,19.13,4,605.61,23.56,0.51,0,online,DE,0
T001698,95.21,3,695.31,15.97,4.16,0,card,Other,0
T001112,22.21,8,301.56,8.9,27.2,1,online,Other,0
T002381,22.19,2,1024.15,35.43,13.85,0,online,ES,0
T001476,23.58,2,414.87,2.12,27.64,1,mobile,ES,0
T001488,12.12,3,956.12,0.65,13.79,1,mobile,ES,0
T001714,24.23,3,750.89,14.0,15.85,0,card,FR,0
T001821,8.09,1,770.03,13.67,0.58,0,online,DE,0
T002080,15.59,0,498.98,5.16,18.23,0,mobile,DE,0
T001850,37.11,4,296.8,5.24,47.03,2,mobile,DE,0
T001733,22.92,0,417.95,25.17,10.48,0,mobile,DE,0
T001793,29.98,3,205.83,24.81,2.76,0,mobile,DE,0
T000328,24.86,3,413.84,2.68,12.7,0,online,DE,0
T000443,31.47,2,922.33,7.06,39.13,0,card,DE,0
T001593,23.44,5,253.19,5.48,7.77,0,online,DE,0
T001382,5.33,5,626.06,10.94,6.81,0,online,ES,0
T000833,13.87,3,410.72,3.31,1.81,1,card,DE,0
T002468,45.46,9,175.7,31.26,7.83,1,card,ES,1
T001892,16.76,2,218.03,10.69,4.62,0,card,FR,0
T001311,13.48,4,505.35,10.5,4.16,0,card,DE,0
T000087,19.92,6,1390.18,10.5,18.28,0,card,FR,0
T002441,33.74,9,127.38,28.32,2.97,2,card,DE,1
T000778,32.08,2,572.02,7.92,10.84,0,mobile,ES,0
T002427,54.32,10,102.82,59.05,0.92,0,mobile,DE,1
T000055,19.91,5,364.79,14.35,1.97,0,online,ES,0
T001876,9.43,5,763.88,14.59,5.81,0,mobile,DE,0
T001288,25.46,2,896.15,25.85,9.65,0,online,Other,0
T001732,25.36,2,475.12,10.34,15.05,0,online,DE,0
T001802,32.9,4,379.4,3.04,0.02,0,card,FR,0
T001246,26.77,2,277.13,4.66,4.67,0,online,DE,0
T000114,11.64,2,480.78,18.57,1.15,0,card,DE,0
T002342,23.23,3,791.8,20.53,5.95,1,card,ES,0
T000988,30.94,5,1020.3,7.78,0.86,2,online,DE,0
T002262,16.75,1,320.12,12.02,3.09,1,card,DE,0
